author,reading,initial,pdf_link
加藤 長三郎,かとうちょうさぶろう,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/12/89_12_966/_pdf/-char/ja
加藤 陽子,かとうようこ,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/100/6/100_6_454/_pdf/-char/ja
加藤 陽治,かとうようじ,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/87/2/87_2_107/_pdf/-char/ja
加藤 雅士,かとうまさし,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/116/10/116_703/_pdf/-char/ja
加藤 麗奈,かとうれいな,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/96/2/96_2_129/_pdf/-char/ja
加賀 孝之,かがたかゆき,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/101/8/101_8_535/_pdf/-char/ja
勝又 和明,かつまたかずあき,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/95/12/95_12_907/_pdf/-char/ja
勝又 悌三,かつまたていぞう,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/12/83_12_816/_pdf/-char/ja
勝場 善之助,かつばぜんのすけ,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/95/5/95_5_373/_pdf/-char/ja
勝尾 晃久,かつおあきひさ,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/118/2/118_103/_pdf/-char/ja
勝木 慶一郎,かつきけいいちろう,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/109/3/109_187/_pdf/-char/ja
勝部 拓矢,かつべたくや,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/95/1/95_1_74/_pdf/-char/ja
勝野 那嘉子,かつのなかこ,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/108/5/108_361/_pdf/-char/ja
匂坂 勝之助,さぎさかしょうのすけ,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/85/2/85_2_103/_pdf/-char/ja
包 啓安,ばおひろやす,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/7/83_7_462/_pdf/-char/ja
包 紅彬,ばおほんびん,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/116/6/116_428/_pdf/-char/ja
北 和海,きたかずみ,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/117/8/117_571/_pdf/-char/ja
北垣 浩志,きたがきひろし,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/94/6/94_6_502/_pdf/-char/ja
北山 賀隆,きたやまがたかし,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/115/5/115_296/_pdf/-char/ja
北岡 篤士,きたおかあつし,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/108/10/108_767/_pdf/-char/ja
北川 さゆり,きたがわさゆり,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/104/1/104_25/_pdf/-char/ja
北川 学,きたがわまなぶ,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/116/4/116_211/_pdf/-char/ja
北川 泰,きたがわやすし,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/102/4/102_4_314/_pdf/-char/ja
北本 則行,きたもとのりゆき,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/95/7/95_7_503/_pdf/-char/ja
北本 勝ひこ,きたもとまさるひこ,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/9/83_9_614/_pdf/-char/ja
北本 宏子,きたもとひろこ,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/108/11/108_823/_pdf/-char/ja
北村 勲平,きたむらくんぺい,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/98/6/98_6_387/_pdf/-char/ja
北村 哲也,きたむらてつや,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/117/8/117_534/_pdf/-char/ja
北村 秀文,きたむらひでふみ,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/86/8/86_8_605/_pdf/-char/ja
北村 英三,きたむらえいぞう,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/88/12/88_12_929/_pdf/-char/ja
北村 豊,きたむらゆたか,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/113/4/113_194/_pdf/-char/ja
北村 豊一郎,きたむらとよいちろう,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/87/2/87_2_132/_pdf/-char/ja
北村 進一,きたむらしんいち,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/110/5/110_288/_pdf/-char/ja
北村 靖則,きたむらやすのり,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/98/10/98_10_710/_pdf/-char/ja
北條 正司,ほうじょうまさし,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/110/7/110_525/_pdf/-char/ja
北條 美佳,ほうじょうみか,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/103/9/103_9_717/_pdf/-char/ja
北田 長義,きただながよし,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/94/6/94_6_429/_pdf/-char/ja
北脇 涼子,きたわきりょうこ,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/104/8/104_587/_pdf/-char/ja
北谷 和之,きたやかずゆき,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/106/12/106_848/_pdf/-char/ja
北野 一好,きたのかずよし,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/6/83_6_420/_pdf/-char/ja
北野 秀幸,きたのひでゆき,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/98/3/98_3_162/_pdf/-char/ja
北陸酒造技術研究会,ほくりくしゅぞうぎじゅつけんきゅうかい,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/90/9/90_9_682/_pdf/-char/ja
十川 浩,そがわひろし,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/85/9/85_9_588/_pdf/-char/ja
千代 智之,ちよとしゆき,た,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/95/11/95_11_785/_pdf/-char/ja
千田 吉利,せんだよしとし,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/88/5/88_5_397/_pdf/-char/ja
千葉 秀雄,ちばひでお,た,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/10/83_10_678/_pdf/-char/ja
千葉 誠哉,ちばせいや,た,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/84/3/84_3_136/_pdf/-char/ja
協同組合福岡銘酒会,きょうどうくみあいふくおかめいしゅかい,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/91/12/91_12_845/_pdf/-char/ja
南 信一,みなみしんいち,ま,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/87/9/87_9_612/_pdf/-char/ja
南 広己,みなみひろき,ま,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/87/7/87_7_533/_pdf/-char/ja
南 篤志,みなみあつし,ま,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/9/112_592/_pdf/-char/ja
南場 毅,なんばたけし,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/96/3/96_3_143/_pdf/-char/ja
印南 博之,いんなみひろゆき,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/108/5/108_326/_pdf/-char/ja
原 三郎,はらさぶろう,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/88/6/88_6_463/_pdf/-char/ja
原 安夫,はらやすお,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/94/11/94_11_926/_pdf/-char/ja
原 崇,はらたかし,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/115/2/115_109/_pdf/-char/ja
原 昇,はらのぼる,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/12/83_12_811/_pdf/-char/ja
原 昌道,はらあきみち,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/1/83_1_57/_pdf/-char/ja
原 明弘,はらみょうひろし,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/98/2/98_2_96/_pdf/-char/ja
原 純,はらじゅん,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/91/11/91_11_768/_pdf/-char/ja
原井 郁雄,はらいいくお,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/86/8/86_8_593/_pdf/-char/ja
原口 愛美,はらぐちまなみ,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/113/12/113_757/_pdf/-char/ja
原山 文徳,はらやまふみのり,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/12/83_12_828/_pdf/-char/ja
原山 格,はらやまかく,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/93/1/93_1_67/_pdf/-char/ja
原山 耕一,はらやまこういち,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/90/12/90_12_919/_pdf/-char/ja
原島 俊,はらしましゅん,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/88/5/88_5_354/_pdf/-char/ja
原川 守,はらかわまもる,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/92/10/92_10_709/_pdf/-char/ja
原本 直幸,はらもとなおゆき,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/116/10/116_703/_pdf/-char/ja
原田 修,はらだおさむ,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/100/1/100_1_49/_pdf/-char/ja
原田 倫夫,はらだみちお,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/6/89_6_435/_pdf/-char/ja
原田 勝二,はらだかつじ,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/88/12/88_12_938/_pdf/-char/ja
原田 徳英,はらだとくえ,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/84/9/84_9_639/_pdf/-char/ja
原田 恭行,はらだやすゆき,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/113/2/113_85/_pdf/-char/ja
原田 祥司,はらだしょうじ,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/7/83_7_485/_pdf/-char/ja
又重 英一,またしげえいいち,ま,https://www.jstage.jst.go.jp/article/jbrewsocjapan/104/3/104_151/_pdf/-char/ja
及川 恒男,おいかわつねお,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/94/6/94_6_430/_pdf/-char/ja
及川 英秋,おいかわひであき,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/9/112_592/_pdf/-char/ja
及部 敬,おいべたかし,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/84/9/84_9_607/_pdf/-char/ja
友弘 幸男,ともひろゆきお,た,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/9/83_9_627/_pdf/-char/ja
古井 和久,ふるいかずひさ,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/9/83_9_627/_pdf/-char/ja
古屋 俊樹,ふるやとしき,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/113/2/113_64/_pdf/-char/ja
古屋 和樹,ふるやかずき,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/107/10/107_775/_pdf/-char/ja
古川 俊夫,ふるかわとしお,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/94/8/94_8_635/_pdf/-char/ja
古川 健太郎,ふるかわけんたろう,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/106/10/106_638/_pdf/-char/ja
古川 壮一,ふるかわそういち,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/107/5/107_292/_pdf/-char/ja
古川 幸子,ふるかわさちこ,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/95/2/95_2_133/_pdf/-char/ja
古川 彰久,ふるかわあきひさ,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/86/10/86_10_801/_pdf/-char/ja
古川 恵司,ふるかわけいし,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/86/10/86_10_801/_pdf/-char/ja
古川 浩正,ふるかわひろまさ,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/6/89_6_429/_pdf/-char/ja
古川 輝夫,ふるかわてるお,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/88/10/88_10_806/_pdf/-char/ja
古市 明紀,ふるいちあきのり,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/92/7/92_7_512/_pdf/-char/ja
古庄 重樹,ふるしょうしげき,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/97/3/97_3_178/_pdf/-char/ja
古林 万木夫,こばやしまきお,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/98/11/98_11_768/_pdf/-char/ja
古江 国昭,ふるえくにあき,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/84/11/84_11_780/_pdf/-char/ja
古浦 二郎,こうらじろう,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/105/8/105_539/_pdf/-char/ja
古澤 健太郎,ふるさわけんたろう,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/86/9/86_9_671/_pdf/-char/ja
古澤 省吾,ふるさわしょうご,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/115/10/115_604/_pdf/-char/ja
古田 収,ふるたおさむ,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/92/8/92_8_573/_pdf/-char/ja
古田 吉史,ふるたよしふみ,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/104/8/104_579/_pdf/-char/ja
古田 歩,ふるたあゆみ,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/117/5/117_364/_pdf/-char/ja
古谷 規行,ふるやのりゆき,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/111/9/111_586/_pdf/-char/ja
古谷野 朝昭,こやのともあき,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/84/7/84_7_491/_pdf/-char/ja
古賀 強,こがつよし,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/91/1/91_1_2/_pdf/-char/ja
只野 貴光,ただのたかみつ,た,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/92/7/92_7_529/_pdf/-char/ja
司 英隆,つかさひでたか,た,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/86/1/86_1_24/_pdf/-char/ja
各国税局鑑定官室,かくこくぜいきょくかんていかんしつ,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/84/2/84_2_72/_pdf/-char/ja
各国税局間税部鑑定官室,かくこくぜいきょくかんぜいぶかんていかんしつ,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_87/_pdf/-char/ja
合原 翔平,ごうばるしょうへい,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/115/6/115_369/_pdf/-char/ja
吉井 忠,よしいただし,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/6/89_6_489/_pdf/-char/ja
吉井 美華,よしいみか,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/96/12/96_12_806/_pdf/-char/ja
吉仲 栄造,よしなかえいぞう,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan/116/7/116_521/_pdf/-char/ja
吉元 誠,よしもとまこと,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan/107/5/107_355/_pdf/-char/ja
吉城 由美子,よしきゆみこ,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/93/9/93_9_702/_pdf/-char/ja
吉宗 一晃,よしむねかずてる,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/100/1/100_1_9/_pdf/-char/ja
吉岡 久雄,よしおかひさお,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan/104/3/104_151/_pdf/-char/ja
吉岡 利晃,よしおかとしあき,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan/118/5/118_340/_pdf/-char/ja
吉岡 千賀,よしおかちか,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan/110/1/110_13/_pdf/-char/ja
吉崎 (尾花) 由美子,よしざききごうおばなきごうゆみこ,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan/105/3/105_167/_pdf/-char/ja
吉崎 由美子,よしざきゆみこ,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan/105/8/105_546/_pdf/-char/ja
吉崎(尾花) 由美子,よしざききごうおばなきごうゆみこ,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan/106/3/106_157/_pdf/-char/ja
吉川 修司,よしかわしゅうじ,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/94/4/94_4_338/_pdf/-char/ja
吉川 茂利,よしかわしげとし,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/86/8/86_8_616/_pdf/-char/ja
吉川 誠次,よしかわせいじ,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/84/10/84_10_664/_pdf/-char/ja
吉本 昭夫,よしもとあきお,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/88/11/88_11_890/_pdf/-char/ja
吉村 俊祐,よしむらしゅんすけ,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan/104/5/104_377/_pdf/-char/ja
吉村 実,よしむらみのる,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/90/5/90_5_337/_pdf/-char/ja
吉村 康弘,よしむらやすひろ,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan/109/7/109_502/_pdf/-char/ja
吉村 徹,よしむらとおる,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan/117/8/117_533/_pdf/-char/ja
吉村 昇,よしむらのぼる,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/86/10/86_10_730/_pdf/-char/ja
吉村 明浩,よしむらあきひろ,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan/114/1/114_43/_pdf/-char/ja
吉村 正裕,よしむらまさひろ,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/94/11/94_11_921/_pdf/-char/ja
吉村 緑,よしむらみどり,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan/116/12/116_853/_pdf/-char/ja
吉村 臣史,よしむらしんし,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan/106/5/106_323/_pdf/-char/ja
吉栖 肇,よしすはじめ,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/11/83_11_718/_pdf/-char/ja
吉武 正文,よしたけまさふみ,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/90/2/90_2_137/_pdf/-char/ja
吉永 優,よしながゆう,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan/104/1/104_49/_pdf/-char/ja
吉永 和彦,よしながかずひこ,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/91/6/91_6_439/_pdf/-char/ja
吉永 悟志,よしながさとし,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan/107/3/107_170/_pdf/-char/ja
吉永 真理子,よしながまりこ,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan/109/3/109_126/_pdf/-char/ja
吉沢 淑,よしざわしゅく,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/1/83_1_57/_pdf/-char/ja
吉浜 義雄,よしはまよしお,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/98/11/98_11_789/_pdf/-char/ja
吉浦 貴紀,よしうらたかのり,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan/109/11/109_769/_pdf/-char/ja
吉澤 みな子,よしざわみなこ,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/98/3/98_3_221/_pdf/-char/ja
吉澤 淑,よしざわきよし,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/9/83_9_627/_pdf/-char/ja
吉田 元,よしだはじめ,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/85/3/85_3_167/_pdf/-char/ja
吉田 充,よしだみつる,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/103/1/103_1_10/_pdf/-char/ja
吉田 和司,よしだかずし,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/9/83_9_627/_pdf/-char/ja
吉田 学,よしだまなぶ,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/95/8/95_8_550/_pdf/-char/ja
吉田 宗弘,よしだむねひろ,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan/109/6/109_433/_pdf/-char/ja
吉田 岳志,よしだたけし,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/87/1/87_1_50/_pdf/-char/ja
吉田 忠,よしだただし,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/85/9/85_9_640/_pdf/-char/ja
吉田 昭,よしだあきら,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/86/7/86_7_523/_pdf/-char/ja
吉田 晋弥,よしだしんや,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan/107/10/107_710/_pdf/-char/ja
吉田 清,よしだきよし,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/87/4/87_4_312/_pdf/-char/ja
吉田 滋樹,よしだしげき,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan/108/11/108_790/_pdf/-char/ja
吉田 祐子,よしだゆうこ,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan/104/3/104_215/_pdf/-char/ja
吉田 秀恵,よしだしゅうめぐみ,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/92/11/92_11_827/_pdf/-char/ja
吉田 聡,よしださとし,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/103/2/103_2_85/_pdf/-char/ja
吉田 聡子,よしださとこ,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/10/112_695/_pdf/-char/ja
吉田 肇,よしだはじめ,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/7/83_7_485/_pdf/-char/ja
吉田 裕一,よしだゆういち,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/98/7/98_7_474/_pdf/-char/ja
吉田 郁也,よしだいくや,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/95/9/95_9_625/_pdf/-char/ja
吉田 重厚,よしだしげあつ,や,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/85/7/85_7_478/_pdf/-char/ja
